,Unnamed: 0,begin,end,filename,shot_id,transcript,daily life,score
20725,20725,01:30:50:10,01:31:01:14,5271844722846213628.xml,1695,"Bradley, will you  say something, please.",0.19057568907737732,0.19057568907737732
7765,7765,01:04:42:24,01:04:45:15,5253646087419594905.xml,1156,Because it's the same way  she used to look at you.,0.1904914379119873,0.1904914379119873
18942,18942,01:22:21:22,01:22:23:23,5269245838135402929.xml,1406,No.  He wants to stay. ,0.1904408186674118,0.1904408186674118
223,223,00:13:55:13,00:13:57:04,5245830105934359183.xml,224,"Coffee?  I could do with  a break. No, I've gotta get back.",0.190419539809227,0.190419539809227
14514,14514,01:30:11:19,01:30:26:15,5264050645694159353.xml,1665,"Everything all right?  Did you find her?  No.  Do you want a drink or something?  A hot chocolate? No, thank you.",0.19038981199264526,0.19038981199264526
22937,22937,01:41:11:14,01:41:14:22,5274434588125702436.xml,1844,I think he likes it. ,0.19037750363349915,0.19037750363349915
6355,6355,01:43:16:06,01:43:20:00,5251033029316736209.xml,2039,You think so? ,0.190365269780159,0.190365269780159
18698,18698,01:08:32:11,01:08:36:17,5269245838135402929.xml,1162,"I can depend on your  discretion, can't I? Absolutely. ",0.19033831357955933,0.19033831357955933
5613,5613,01:07:12:21,01:07:18:08,5251033029316736209.xml,1297,"You do understand, don't you?  Yeah.  He wants you all to himself. ",0.19033606350421906,0.19033606350421906
161,161,00:10:10:16,00:10:11:11,5245830105934359183.xml,162,I just wanna help out. ,0.19021350145339966,0.19021350145339966
18736,18736,01:09:49:17,01:09:51:12,5269245838135402929.xml,1200,Both of you.  Take that out. ,0.19008828699588776,0.19008828699588776
8762,8762,00:03:18:03,00:03:27:07,5256228221757951173.xml,51,I get the silent treatment from Lucy  all the time and I've no idea why. I thought I knew  what went on in her head. They get over it eventually. Peter's the one who's moody at the  moment.  Him and Lauren have split up.,0.1900811493396759,0.1900811493396759
12492,12492,01:38:01:08,01:38:03:01,5258818087037440299.xml,1861,"You know, I'm getting  to know myself very well.",0.19006197154521942,0.19006197154521942
21561,21561,00:26:14:20,00:26:22:03,5274434588125702436.xml,468,"Not on a rally, it don't!  I'm gonna need a co-pilot. What about me and you?  Dad...I got things going on.",0.19003590941429138,0.19003590941429138
10436,10436,01:41:47:01,01:41:52:05,5256228221757951173.xml,1725,"I always had to step in,  save you from Joel,",0.18989971280097961,0.18989971280097961
924,924,00:50:53:08,00:50:55:13,5245830105934359183.xml,925,"Yeah, d'you want another drink?  Yeah, go on then, cheers. ",0.18986700475215912,0.18986700475215912
18785,18785,01:13:44:03,01:13:48:07,5269245838135402929.xml,1249,"Tamwar!  I called her.  Be quick...  it's costing a fortune. Shabnam, here's Mum. ",0.18980710208415985,0.18980710208415985
12735,12735,01:51:41:11,01:51:43:08,5258818087037440299.xml,2104,Don't you want me to be happy? ,0.18970386683940887,0.18970386683940887
15011,15011,01:58:15:17,01:58:17:06,5264050645694159353.xml,2162,"Drip tray, maybe.  I can fight my own battles.",0.18966753780841827,0.18966753780841827
7693,7693,01:00:47:14,01:00:50:16,5253646087419594905.xml,1084,"Yeah, she's got cover  at the launderette, especially.",0.18960833549499512,0.18960833549499512
4843,4843,00:26:46:08,00:26:57:18,5251033029316736209.xml,527,"You know  I want this just as much as you do. You're just gonna have to  trust me, OK? You better go. ",0.1896037757396698,0.1896037757396698
15321,15321,02:18:05:07,02:18:07:16,5264050645694159353.xml,2472,"Lauren, please!  Will you just give it a rest?",0.18949146568775177,0.18949146568775177
7748,7748,01:03:43:15,01:03:48:24,5253646087419594905.xml,1139,"Yeah, well.  He's trouble, ain't he?  What, and you recognise the type?  Yes, Bradley.  Maybe I do.",0.18947069346904755,0.18947069346904755
5473,5473,00:59:50:21,00:59:52:16,5251033029316736209.xml,1157,Come on.  What do you wanna know? ,0.18939748406410217,0.18939748406410217
107,107,00:06:05:00,00:06:08:18,5245830105934359183.xml,108,Fightercise?  Keep-fit.  Boxing.,0.18925762176513672,0.18925762176513672
15939,15939,00:25:56:20,00:26:07:00,5266645664934403562.xml,508,Which bits did she want?  Let's just get everything in  and she can sort it out.,0.18913985788822174,0.18913985788822174
12053,12053,01:10:35:07,01:10:38:01,5258818087037440299.xml,1422,"Well, where else would she be going? ",0.18908792734146118,0.18908792734146118
22257,22257,01:05:09:13,01:05:21:13,5274434588125702436.xml,1164,"Right.  Will you be OK to go through the accounts on your own? Yeah, I'll probably see Roxy  and the baby first, then crack on. Right, I'd better get out of here.  And I'll pick up a lock on the way. ",0.18901382386684418,0.18901382386684418
10969,10969,00:14:50:23,00:14:59:17,5258818087037440299.xml,338,"Hey, has the DJ got his act together?  Yeah, it's cool. Yeah! Who let you in?  Family connections.",0.18898184597492218,0.18898184597492218
12016,12016,01:08:57:12,01:08:59:11,5258818087037440299.xml,1385,"With Stacey out gallivanting, it's  just down to you and me, Charlie boy.",0.18896842002868652,0.18896842002868652
14007,14007,01:00:21:22,01:00:22:00,5264050645694159353.xml,1158,Go upstairs.  What have I done? You ain't done nothing.,0.18893790245056152,0.18893790245056152
167,167,00:10:24:07,00:10:26:19,5245830105934359183.xml,168,"Yeah.  Maybe we can help each other out, then.",0.18887847661972046,0.18887847661972046
4365,4365,00:02:24:21,00:02:29:06,5251033029316736209.xml,49,"We learn, don't we?  I dunno - it's a nice idea, but...",0.18885710835456848,0.18885710835456848
360,360,00:20:47:04,00:20:54:15,5245830105934359183.xml,361,"Sorry about that.  What can I get ya?  Vodka tonic.  Billy, I want some more orange juice mixers. On my way.",0.1888282150030136,0.1888282150030136
4470,4470,00:07:38:19,00:07:41:21,5251033029316736209.xml,154,And calamine lotion's good if  the spots start bothering him.,0.1888122409582138,0.1888122409582138
19069,19069,00:02:23:14,00:02:36:08,5271844722846213628.xml,39,"The kids all right?  Yeah.  Morgan's out like a light.  Did, um, Bianca say  what time she'd be back? Reckons she was gonna  pop in on some mate.",0.1887832134962082,0.1887832134962082
21428,21428,00:19:29:05,00:19:30:22,5274434588125702436.xml,335,"Leave him alone, you bully!  He's my  dad and I'm gonna look after him. We do not need you.",0.1885083168745041,0.1885083168745041
9624,9624,00:52:41:17,00:52:44:15,5256228221757951173.xml,913,"You will look after him, won't you? ",0.18843121826648712,0.18843121826648712
5920,5920,01:22:21:21,01:22:31:11,5251033029316736209.xml,1604,"Come on, then.  Try and do it without giggling  this time, yeah?",0.18842507898807526,0.18842507898807526
21182,21182,00:04:24:02,00:04:25:14,5274434588125702436.xml,89,What do you need it for?  Whatever I want - it'd be my money.,0.188360333442688,0.188360333442688
12362,12362,01:29:02:23,01:29:05:12,5258818087037440299.xml,1731,My brother's gay. ,0.1882910430431366,0.1882910430431366
657,657,00:37:01:15,00:37:02:15,5245830105934359183.xml,658,"Oh, shut up, I'm going, ain't I?  So, you gonna come and join next week, get fit and tone up?",0.18825921416282654,0.18825921416282654
13156,13156,00:14:29:15,00:14:33:20,5264050645694159353.xml,307,"You've got problems, Max.  Do something about them, before it's too late.",0.18824997544288635,0.18824997544288635
16464,16464,00:53:42:03,00:53:55:07,5266645664934403562.xml,1033,Do you wanna know where my  husband is right now? Jane?  Jane? ,0.18820418417453766,0.18820418417453766
18339,18339,00:46:58:08,00:46:59:19,5269245838135402929.xml,803,"No, No!  I want to be with my Mum.  Please Mum!",0.1880565583705902,0.1880565583705902
20994,20994,01:49:20:05,01:49:25:24,5271844722846213628.xml,1964,"Is that you, Shirl?  Shh.  Not so loud. ",0.1880292147397995,0.1880292147397995
7807,7807,01:07:57:23,01:07:59:12,5253646087419594905.xml,1198,"I love having things  to look forward to, don't you?",0.1880287379026413,0.1880287379026413
5720,5720,01:12:48:09,01:12:52:03,5251033029316736209.xml,1404,Be polite.  The customer is always right.,0.18800650537014008,0.18800650537014008
7379,7379,00:43:34:07,00:43:39:15,5253646087419594905.xml,770,"Don't change anything  between me and you, though. No, course it doesn't. ",0.1879882961511612,0.1879882961511612
3626,3626,01:16:05:00,01:16:07:08,5248439298566680341.xml,1546,"And you believe that, don't ya?  I know it.",0.18791405856609344,0.18791405856609344
13218,13218,00:17:35:23,00:17:37:09,5264050645694159353.xml,369,Here's your crisps.  Thank you.,0.1878882795572281,0.1878882795572281
1444,1444,01:16:25:17,01:16:27:01,5245830105934359183.xml,1445,"Very reasonable, he was.  Reasonable? Eventually.",0.18784666061401367,0.18784666061401367
5142,5142,00:41:14:21,00:41:20:22,5251033029316736209.xml,826,"Sorry.  He went out.  Oh, no, you're in luck. Phil...  Not now.",0.18784399330615997,0.18784399330615997
9032,9032,00:18:48:18,00:18:54:06,5256228221757951173.xml,321,"They read between the lines.  They'll pick up on things. No, they won't.  They'll put things in her head. I've read about these people.  She'll hate me twice as much.",0.18779031932353973,0.18779031932353973
75,75,00:04:32:05,00:04:33:09,5245830105934359183.xml,76,"You want a boy, not a girl.  Why? ",0.187774658203125,0.187774658203125
14563,14563,01:32:17:13,01:32:19:02,5264050645694159353.xml,1714,No.  No.  I'm fine. ,0.18775887787342072,0.18775887787342072
9909,9909,01:09:34:11,01:09:37:23,5256228221757951173.xml,1198,Put it this way -  nothing I could buy in here.,0.18767446279525757,0.18767446279525757
19081,19081,00:02:56:07,00:02:57:21,5271844722846213628.xml,51,Maybe I should stay. ,0.18764035403728485,0.18764035403728485
13561,13561,00:35:11:13,00:35:13:02,5264050645694159353.xml,712,"This is down to you, innit?  Me? What did you do, Max?",0.18760359287261963,0.18760359287261963
18228,18228,00:38:04:23,00:38:16:05,5269245838135402929.xml,692,What with everything  going on I've got behind. I've got personal problems  but you don't hear me making excuses. Ian. I don't want to see him  getting sacked for incompetence. You know what it's like  when customers complain.,0.18759340047836304,0.18759340047836304
16060,16060,00:31:19:02,00:31:26:09,5266645664934403562.xml,629,"He's only trying to help.  Every time I fart in that  place it becomes a family debate. It's just...  It's none of  their business, you know.",0.1874893605709076,0.1874893605709076
15098,15098,02:03:47:17,02:03:56:09,5264050645694159353.xml,2249,"You heard from him, your dad?  No. No, me neither.  I know I wasn't exactly  Mum Of The Year, but the odd phone call wouldn't go amiss.",0.18738920986652374,0.18738920986652374
1153,1153,01:02:49:12,01:02:58:03,5245830105934359183.xml,1154,What do they want?  To see us. Some bloke's coming later. What about the football?  Forget that. We've gotta move this. ,0.18735192716121674,0.18735192716121674
11210,11210,00:28:28:10,00:28:31:00,5258818087037440299.xml,579,"WOMAN'S VOICE: Joel,  see who's at the door, will you?",0.1873253434896469,0.1873253434896469
16016,16016,00:29:20:14,00:29:23:09,5266645664934403562.xml,585,Do you believe her? ,0.1872713267803192,0.1872713267803192
3766,3766,01:23:19:14,01:23:21:03,5248439298566680341.xml,1686,And it's gonna be good for us too. ,0.18717631697654724,0.18717631697654724
14053,14053,01:02:34:15,01:02:35:14,5264050645694159353.xml,1204,Lauren won't worry.  He's been working on her.,0.18705013394355774,0.18705013394355774
14344,14344,01:19:41:12,01:19:45:24,5264050645694159353.xml,1495,"No-one.  And you know why?  Because you, you hurt people. ",0.18704193830490112,0.18704193830490112
16731,16731,01:09:41:19,01:09:45:17,5266645664934403562.xml,1300,"There'll be a way around it,  sweetheart.  Everything's negotiable.",0.18703904747962952,0.18703904747962952
574,574,00:32:48:14,00:32:54:03,5245830105934359183.xml,575,"Chris can do it, can't he?  Christian doesn't know what he's doing. I'm afraid you're not on my list.  Oh, the stigma, I do hope I'll cope.",0.18699698150157928,0.18699698150157928
9287,9287,00:34:17:09,00:34:20:06,5256228221757951173.xml,576,"Right, are we ready to get off? ",0.18698811531066895,0.18698811531066895
16112,16112,00:33:30:09,00:33:32:04,5266645664934403562.xml,681,What about to Bradley?  He's a good boy. And how does he feel about his dad?,0.18696221709251404,0.18696221709251404
17560,17560,00:01:29:01,00:01:32:07,5269245838135402929.xml,24,Don't see why not. ,0.1869352012872696,0.1869352012872696
5355,5355,00:53:30:20,00:53:34:24,5251033029316736209.xml,1039,Why don't you come and  sit down and have a drink?,0.18678468465805054,0.18678468465805054
329,329,00:19:11:04,00:19:13:07,5245830105934359183.xml,330,"Yeah, all right.  See you later. ",0.18671540915966034,0.18671540915966034
4326,4326,00:00:31:14,00:00:37:15,5251033029316736209.xml,10,"Why didn't you wake me? I'm gonna be late. But I've made you breakfast in bed.  That's a lovely idea, Stace.",0.1867101788520813,0.1867101788520813
19709,19709,00:35:29:00,00:35:30:05,5271844722846213628.xml,679,And I saw Stacey earlier...  Are you gonna stick around for a bit?,0.186691015958786,0.186691015958786
15190,15190,02:09:15:16,02:09:18:11,5264050645694159353.xml,2341,"Cos you should go!  Look, every  moment you're there, I'm gonna be missing you like mad,",0.1866397112607956,0.1866397112607956
17383,17383,01:45:24:04,01:45:27:14,5266645664934403562.xml,1952,"I wouldn't give you the time of day.  Cos, yeah, I wish my little angel",0.18656906485557556,0.18656906485557556
8284,8284,01:33:36:07,01:33:44:02,5253646087419594905.xml,1675,"I've been trying to call you,  Bradley. I know.  I haven't been answering.  I just wanted to apologise,  all right?  I'm sorry.",0.18651631474494934,0.18651631474494934
15316,15316,02:17:56:13,02:17:57:23,5264050645694159353.xml,2467,I'll take you through  in a few moments.,0.1864389032125473,0.1864389032125473
313,313,00:18:29:18,00:18:40:19,5245830105934359183.xml,314,"Haven't seen much of you today.  I've been here.  Look, about earlier...  Have we got any white spirit? ",0.18643149733543396,0.18643149733543396
20423,20423,01:13:05:14,01:13:07:09,5271844722846213628.xml,1393,"I offered, she accepted.  But Amy needs a real...",0.18640336394309998,0.18640336394309998
9750,9750,00:59:23:20,00:59:29:14,5256228221757951173.xml,1039,"I still haven't said  thank you properly, have I? It'll have to wait.  Veronica's doing  her best to make my life difficult.",0.1863371729850769,0.1863371729850769
21371,21371,00:16:10:24,00:16:15:00,5274434588125702436.xml,278,"You should've just said something.  It's not a big deal. But it is, though.",0.18630585074424744,0.18630585074424744
2223,2223,00:07:58:06,00:08:04:23,5248439298566680341.xml,143,That woman!  Who? Pat.  She's always showing off. ,0.18623414635658264,0.18623414635658264
17229,17229,01:37:25:10,01:37:28:09,5266645664934403562.xml,1798,I'd rather go see Dad than  have some boring old lunch.,0.18608392775058746,0.18608392775058746
21205,21205,00:05:17:04,00:05:20:01,5274434588125702436.xml,112,"And Lucy, if you fail - ",0.18603192269802094,0.18603192269802094
13873,13873,00:51:40:18,00:51:42:21,5264050645694159353.xml,1024,I don't need someone like him!  So who do you want?  Bradley?,0.18602746725082397,0.18602746725082397
6357,6357,01:43:21:15,01:43:25:06,5251033029316736209.xml,2041,"Wait.  'Mrs Trueman, Alistair Childs. ",0.1859971284866333,0.1859971284866333
