,Unnamed: 0,begin,end,filename,shot_id,transcript,topic,score,score_hf
6809,6809,00:12:05:21,00:12:22:05,5253646087419594905.xml,200,"You should've told your dad.  It ain't worth it. He punched you! You can't let him get away with that.  Look at you!  You still have a shiner. Honestly, I just want to forget  about it. It was a lot of fuss over nothing.  It's not like I really fancy Whitney  anyway. I never said you did.",events,,0.8717396855354309
12643,12643,01:46:20:06,01:46:35:00,5258818087037440299.xml,2012,SHE GASPS  You frightened the life out of me! What are you doing  sitting there in the dark? Ian? ,events,,0.8717305064201355
17363,17363,01:44:39:24,01:44:42:05,5266645664934403562.xml,1932,It wasn't my fault  the DVD was faulty. I'm going to put the kettle on.,events,,0.8717252016067505
7486,7486,00:49:38:14,00:49:42:06,5253646087419594905.xml,877,Where's Bianca?  She's been looking for you.,events,,0.8716927170753479
21770,21770,00:37:32:21,00:37:36:11,5274434588125702436.xml,677,"You've left the kids with him?  It was that, or I couldn't let them  see me turf him out, could I?",events,,0.8716127276420593
100,100,00:05:45:01,00:05:47:03,5245830105934359183.xml,101,"Extra pennies in the pot.  Driving round in circles with some drunk in the back?  No, thanks.",events,,0.8715973496437073
15538,15538,00:05:03:14,00:05:07:06,5266645664934403562.xml,107,Shouldn't you be out there catching  whoever it was what done it?,events,,0.8715922236442566
15634,15634,00:09:40:05,00:09:46:18,5266645664934403562.xml,203,We knew that staying together  wasn't helping the children.,events,,0.8715324401855469
291,291,00:17:07:01,00:17:18:19,5245830105934359183.xml,292,"Don't just chuck your coat down,  Liam. Liam!  Did you get his PE kit? You never mentioned  anything about a PE kit. It's been in his locker since  last term.  It'll be growing.",events,,0.8713386058807373
2419,2419,00:18:23:04,00:18:26:06,5248439298566680341.xml,339,"I'm a bit busy now, all right.  All right, fine.",events,,0.8713013529777527
21609,21609,00:29:26:18,00:29:29:12,5274434588125702436.xml,516,We have to be careful  when we bring him home.,events,,0.8712372779846191
16475,16475,00:54:37:18,00:54:44:07,5266645664934403562.xml,1044,"Come on, Roxy.  Give us a hand.  Yeah, sure.",events,,0.8712142109870911
8988,8988,00:16:34:07,00:16:43:09,5256228221757951173.xml,277,Maybe that's why  you've been playing up.,events,,0.8711823225021362
5302,5302,00:50:46:03,00:50:48:15,5251033029316736209.xml,986,"I have a duty of care, Mrs Branning. ",events,,0.8711718320846558
11479,11479,00:42:08:12,00:42:15:10,5258818087037440299.xml,848,You are happy about moving?  Yeah.  Yeah.  It's just it  suddenly all feels so real.,events,,0.8711331486701965
22560,22560,01:20:37:18,01:20:39:08,5274434588125702436.xml,1467,"No.  If Shirley wants  to leave, let her leave.",events,,0.8710834980010986
18257,18257,00:40:42:11,00:40:45:01,5269245838135402929.xml,721,"was to make sure Tanya gets bail.  I'm a solicitor, not a miracle  worker. Well, not according to the fees you charge.",events,,0.8710567355155945
14319,14319,01:18:24:20,01:18:30:09,5264050645694159353.xml,1470,"Dad kept it in that  leather box.  D'you remember? He used to boast about it, how brave  he was.  He won it at Dunkirk",events,,0.8710497617721558
5425,5425,00:56:50:15,00:56:57:22,5251033029316736209.xml,1109,You're not my girl any more.  I just need to know that  there's gonna be an end to this.,events,,0.8710289597511292
17034,17034,01:26:53:21,01:26:58:11,5266645664934403562.xml,1603,"Well, actually, Sean, I was  going to apologise for yesterday. I was out of order.",events,,0.8710187673568726
14679,14679,01:38:04:15,01:38:06:07,5264050645694159353.xml,1830,I better go.  Right.,events,,0.8709795475006104
13466,13466,00:30:46:12,00:30:50:17,5264050645694159353.xml,617,"Look, you'll get over this, Darren.  Yeah?  What about Libby?",events,,0.8709540367126465
17790,17790,00:11:46:12,00:11:49:20,5269245838135402929.xml,254,"Well, later, then.  Can you...bring  that hard hat home with you?",events,,0.8709324598312378
6414,6414,01:47:10:24,01:47:24:12,5251033029316736209.xml,2098,"I'm just not really  that hungry anymore. Bradley, we need to talk.  Roger at work, he said him  and his wife didn't sit down for a meal together for five weeks  after the baby was born.",events,,0.8708587288856506
20775,20775,01:33:50:19,01:33:57:24,5271844722846213628.xml,1745,Don't worry.  I'll get it.  What you doing?  You all right?  Who's with Amy?  Hospital's got her.,events,,0.8708321452140808
7156,7156,00:31:55:16,00:32:02:05,5253646087419594905.xml,547,"No, it's all right.  I'll come back.  Mo? ",events,,0.8708190321922302
8912,8912,00:11:29:14,00:11:40:14,5256228221757951173.xml,201,Whitney?  My name's Dr Merritt.  Poppy. What happened to your door? ,events,,0.8708070516586304
17775,17775,00:11:04:20,00:11:18:08,5269245838135402929.xml,239,"Albert!  Oh, that Shih Tzu on  Turpin Road must be on heat again. Well, don't worry.  He'll come back.  He knows when he's on a good thing. I wish Sean did.  A year round here rent-free. He could really sort himself out.  Yeah, Well, I think he already has.",events,,0.8707812428474426
2800,2800,00:37:12:22,00:37:46:04,5248439298566680341.xml,720,"You probably think you're very funny  and it'll make a good story to tell your mates down the pub. I ain't having that girl messed  about. Who says I'm messing her about? This is the deal. And you'd be very wise to accept it.  Because you don't wanna make an enemy of me, sonny,  you really don't. I just don't know  what to make of him. One minute, he's all over  me, next he's ignoring me, then it's a date,  only it's looking at trains...  I'm just starting to wish  I'd never met him now. If he's mucking you about,  then it's probably best to tell him to sling his hook.",events,,0.8707743287086487
13455,13455,00:30:22:08,00:30:27:09,5264050645694159353.xml,606,you'll see I'm telling the truth. ,events,,0.8707677721977234
21324,21324,00:12:27:19,00:12:34:21,5274434588125702436.xml,231,"What you gonna get her?  I dunno. What, and it's tomorrow? ",events,,0.8707467317581177
14853,14853,01:49:09:23,01:49:10:10,5264050645694159353.xml,2004,"Come on, sit down. ",events,,0.8707249760627747
8302,8302,01:34:48:10,01:34:55:22,5253646087419594905.xml,1693,"But if this is a bad time...  No, it's fine.  And it's just about  to get a whole lot better.",events,,0.8706679344177246
12853,12853,00:00:23:18,00:00:45:13,5264050645694159353.xml,4,"Wakey, wakey!  Rise and shi...  What's going on? Nothing. Why was the door shut? Just because we want  a bit of privacy, it doesn't mean we're... Upstairs!  Now! Go on, get yourselves dressed.  Move!  It's half-term. Shouldn't you be at work? Well, I've got the morning off.  I'm giving him a hand. It's his driving test. Yeah.  Tomorrow.  We're revising.",events,,0.8706588745117188
1775,1775,01:36:20:07,01:36:30:09,5245830105934359183.xml,1776,No.  No.  It's OK.  Jane's gonna do it.  She's just popped downstairs  to get a change of bedding. She'll be back in a minute.  Jane?! ,events,,0.8706547617912292
20845,20845,01:38:04:04,01:38:17:13,5271844722846213628.xml,1815,"there's another killing them.  He survived...remember.  Yeah, and I reckon you're glad.  I mean, you've had  all this time to think about it.",events,,0.8706542253494263
5453,5453,00:58:16:12,00:58:18:20,5251033029316736209.xml,1137,"Bit of a grump last night,  weren't ya? Yeah.  Sorry.",events,,0.8706225156784058
23081,23081,01:52:06:00,01:52:09:13,5274434588125702436.xml,1988,"Come here, everything's going to be  all right.  I promise you.",events,,0.8705995678901672
9709,9709,00:57:14:14,00:57:25:02,5256228221757951173.xml,998,"I'm not going anywhere, except  to the Minute Mart for breakfast. Eggs and bacon do you? Oh, so you're staying, then?  Just to sort my head out, yeah. So I can get back to Summer  with a straight mind. No agendas,  nothing else going on.  OK?",events,,0.8705568909645081
14956,14956,01:55:25:03,01:55:47:21,5264050645694159353.xml,2107,"Oh!  Hello, love.  You seen all the coppers out there? They've sealed off half the Square.  I saw a couple of 'em  go into the Trueman's. Oh, no.  I hope there  hasn't been an accident. That is the last thing  Denise needs after Kevin. You never met him, did you?  He was a lovely bloke. Tragic what happened. ",events,,0.8705546259880066
21384,21384,00:17:09:14,00:17:12:22,5274434588125702436.xml,291,Yeah.  Yeah. ,events,,0.870541512966156
3962,3962,01:33:48:19,01:33:52:11,5248439298566680341.xml,1882,"Right, Mr Lifeguard, buy us  a drink, and I'll get Kelly here to make it up to him.",events,,0.8704083561897278
13765,13765,00:45:31:23,00:45:32:23,5264050645694159353.xml,916,"Maybe they'll charge Max?  What? If there's no proper evidence, they'll know he was lying, won't they?",events,,0.8702895641326904
15018,15018,01:58:27:21,01:58:32:12,5264050645694159353.xml,2169,"What difference does it make now?  None, I suppose.  I'm just  surprised that he's still over there and not back here with you.",events,,0.8702326416969299
4986,4986,00:34:16:00,00:34:18:22,5251033029316736209.xml,670,and Jane was very good about  you taking time off yesterday.,events,,0.8702210187911987
22154,22154,00:58:47:14,00:58:51:04,5274434588125702436.xml,1061,"How much?!  I know food prices  are going up, but this is daylight robbery!",events,,0.8702162504196167
21117,21117,00:01:41:07,00:01:43:02,5274434588125702436.xml,24,"That's enough Eskimos, Ben,  time for school.",events,,0.870191752910614
8007,8007,01:19:53:08,01:19:55:19,5253646087419594905.xml,1398,And you're not going to do  anything about it now because of me.,events,,0.8701888918876648
4200,4200,01:48:51:19,01:48:56:12,5248439298566680341.xml,2120,What's he done? ,events,,0.8701786994934082
15157,15157,02:08:04:00,02:08:06:08,5264050645694159353.xml,2308,What's he done? ,events,,0.8701786994934082
19232,19232,00:09:57:15,00:09:59:07,5271844722846213628.xml,202,You said you wouldn't  let this happen!,events,,0.8701784610748291
14138,14138,01:07:43:20,01:07:59:03,5264050645694159353.xml,1289,"I don't know what's the matter with  her.  She's been fine all holiday. She's back here a couple of hours  and bang, she's a stroppy cow again. She's just tired from travelling. I'm a bit sleepy.  Fancy coming back  and tucking me up? What's the rush?",events,,0.8701505064964294
16769,16769,01:11:24:04,01:11:25:20,5266645664934403562.xml,1338,"We'll only be gone a couple  of hours, now come on!",events,,0.8701308369636536
17648,17648,00:05:01:10,00:05:05:22,5269245838135402929.xml,112,Now look at it.  Deserted.  Everything  I touch is doomed to failure.,events,,0.8700757622718811
22411,22411,01:11:38:24,01:11:42:14,5274434588125702436.xml,1318,"Ronnie, why?  Why are you doing this? ",events,,0.8699040412902832
10026,10026,01:16:27:03,01:16:33:02,5256228221757951173.xml,1315,"I've gotta go, mate. ",events,,0.869880199432373
13209,13209,00:17:09:14,00:17:10:17,5264050645694159353.xml,360,Find her and talk  some sense into her.,events,,0.8698656558990479
298,298,00:17:27:03,00:17:44:14,5245830105934359183.xml,299,"Kids!  Dinner 20 minutes!  I can remember when we got together.  I think it took me an hour  to choose a shirt back then. I bet it wasn't bright orange.  I was terrified, you... You were all I could think about.  Are you sure you don't wanna stay  for tea, I could do more sausages?",events,,0.8698545098304749
1783,1783,01:36:56:04,01:36:59:13,5245830105934359183.xml,1784,"I didn't see anything,  nothing honestly.  I won't say a word  to anyone, I swear.",events,,0.8698012232780457
14307,14307,01:17:17:21,01:18:03:06,5264050645694159353.xml,1458,"You've left me no option.  I let you  go, you're just gonna start all over. You'll find something else and you  won't stop until you've ruined all our lives. Well, you'll get done. You can't just murder people.  Why not?  It happens all the time. It's not as difficult as you  think, Max.  It really ain't. You just pull the trigger.  You dump  the body, you cover your tracks. I was a dirty cop, remember. That ain't just a phrase,  that's a way of life and it involves doing unpleasant things, unpleasant violent things.  I turned my back on that after Penny.  After what happened,  I said, ""Enough's enough."" But for you,  I'm gonna make an exception. I don't believe you.  No?",events,,0.8697702288627625
10517,10517,01:46:20:23,01:46:22:22,5256228221757951173.xml,1806,go and get your brother and sister  it's takeaway night!,events,,0.8697681427001953
17459,17459,01:50:06:20,01:50:12:03,5266645664934403562.xml,2028,"Right, well, um, have a seat... ",events,,0.8697015047073364
21186,21186,00:04:33:23,00:04:35:00,5274434588125702436.xml,93,"I was helping set up,  I was lugging crates.",events,,0.8696168065071106
16253,16253,00:40:00:12,00:40:05:05,5266645664934403562.xml,822,"Was it a man?  I don't know. Think, Abi.  Try and remember. ",events,,0.869572639465332
17281,17281,01:40:01:20,01:40:08:21,5266645664934403562.xml,1850,I'll go and hurry them along.  Don't want it to get cold. Not after all the trouble  you've taken.,events,,0.8694613575935364
990,990,00:54:13:24,00:54:15:02,5245830105934359183.xml,991,"What did you say to him?  Nothing, he just went crazy. You'd better leave.",events,,0.8694271445274353
10143,10143,01:24:21:12,01:24:29:16,5256228221757951173.xml,1432,"There's no need to postpone  the wedding over this. It was Ronnie, it was all  that stuff she said the other day,",events,,0.869347095489502
7285,7285,00:38:43:09,00:38:46:05,5253646087419594905.xml,676,"is that me and you are over.  As far as I'm concerned, ",events,,0.8693162798881531
14321,14321,01:18:30:23,01:18:32:18,5264050645694159353.xml,1472,saving all his mates.  Six years old and that was the only  thing he had to remember him by.,events,,0.8692792057991028
6981,6981,00:21:24:07,00:21:28:11,5253646087419594905.xml,372,I thought you were leaving.  Eh? No.  I was just taking stuff  to the laundry.,events,,0.8692371845245361
19650,19650,00:32:40:24,00:32:44:00,5271844722846213628.xml,620,Then you've gotta make a decision.  Either you keep that shut...,events,,0.869224488735199
22972,22972,01:42:47:09,01:42:48:18,5274434588125702436.xml,1879,"A crowd of boys buzzing around you,  trying to get a dance.",events,,0.8691913485527039
22743,22743,01:30:16:04,01:30:17:10,5274434588125702436.xml,1650,When will that be?  After lunch.,events,,0.8691861033439636
1517,1517,01:21:40:24,01:21:41:07,5245830105934359183.xml,1518,Never mind.  I can't believe he dropped me.,events,,0.8691772222518921
3745,3745,01:21:51:22,01:22:24:07,5248439298566680341.xml,1665,"Come here Albert.  Come here!  What are you doing back?  I said I'd try an' get away.  You didn't have to do that.  I wanted to.  Where's Abi?  She's upstairs. Sorry, I've gotta take this.  Selena.  Yeah, I got your message...Hang on.  (Got a bit of paper?) Yeah, hang on,  I'm just getting some paper.",events,,0.8691419363021851
